Upload Invoice Image,Use EasyOCR,Use Big Dataset,Extracted Data,flag,username,timestamp
,false,false,,,,2024-07-16 12:37:23.177150
flagged\Upload Invoice Image\41b09d8efd468f128fea\tmpdavp3t1n.PNG,true,28/03/2023,"3100,00 DH",000001,,,2024-07-16 12:55:35.724509
